                         nodeIDs,nodeType,nodeDepths,       mean,         sd,    median,        mad,count1000,countALL,    LB,    UB,                  Project,                     Location,DepthCat,Clone1Hits,Clone2Hits,OtherHits,Clone1ID,Clone2ID,        Accession,  SecAccession,  Domain,        Phylum,                Class,               Order,              Family,                  Genus,                       Species,           SilvaTag,                     RDP_Clade,    Ecotype,SecDomain,      SecPhylum,             SecClass,         SecOrder,        SecFamily,               SecGenus,                    SecSpecies,        SecSilvaTag,                SecRDP_Clade, SecEcotype,                    Letter6,      amean,        asd,    amedian,       amad,acount1000,acountall
                 150_ARISA_694.1,   ARISA,       150,    0.00273,    0.00246,   0.00276,    0.00309,       58,      65, 692.2, 694.1,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,        nd,       nd,  204724,      nd,       EU802687.1,            nd,Bacteria,Proteobacteria,  Alphaproteobacteria,       Rickettsiales,                  nd,Candidatus_Pelagibacter,                            nd,              SAR11,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR11_694.1,0.002730745,0.002455088,0.002760901,0.003092698,        58,       65
                   150_ARISA_697,   ARISA,       150,    0.00224,    0.00269,   0.00156,    0.00231,       50,      54, 694.1,   697,            Biocomplexity,Atlantic_(Amazon_River_Plume),    surf,         1,        nd,       nd,  204725,      nd,       EF573746.1,            nd,Bacteria,        SAR406,                 AB16,         Arctic96B-7,             A714017,                SGSH944,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                 SAR406_697,0.002240619,0.002689125,0.001558145,0.002310106,        50,       54
                 150_ARISA_698.2,   ARISA,       150,   0.000595,    0.00147,         0,          0,       13,      35,   697, 698.2,             WHOLE_GENOME,                          xxx,    deep,         1,        nd,       nd,  204731,      nd,       CP000891.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,     Alteromonadales,      Shewanellaceae,             Shewanella,            Shewanella_baltica,         Shewanella,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Shewan_698.2,0.000594648,0.001471708,          0,          0,        13,       35
                 150_ARISA_700.7,   ARISA,       150,    0.00183,    0.00318,         0,          0,       29,      38, 698.2, 700.7,     Indian_Ocean-RS/JCVI,                 Indian_Ocean,    surf,         1,        nd,       nd,  204734,      nd,       EU804762.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR86_700.7,0.001832577,0.003181038,          0,          0,        29,       38
                 150_ARISA_703.7,   ARISA,       150,       0.01,       0.02,      0.01,    0.00142,       84,      84, 700.7, 703.7,USC_Microbial_Observatory,                         SPOT,    surf,         2,         1,        0,  204738,  204740,       DQ009256.1,    DQ009270.1,Bacteria,Proteobacteria,  Alphaproteobacteria,       Rickettsiales,                  nd,Candidatus_Pelagibacter,                            nd,              SAR11,                     Surface_4,         nd, Bacteria, Proteobacteria,  Alphaproteobacteria, Rhodospirillales,Rhodospirillaceae,                     nd,                            nd,             SAR116,                          nd,         nd,                SAR11_703.7,       0.01,       0.02,       0.01,0.001423777,        84,       84
                 150_ARISA_704.7,   ARISA,       150,    0.00126,    0.00236,         0,          0,       29,      31, 703.7, 704.7,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_704.7,0.001258769,0.002360049,          0,          0,        29,       31
                 150_ARISA_706.4,   ARISA,       150,    0.00262,    0.00458,         0,          0,       39,      41, 704.7, 706.4,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,        nd,       nd,  204741,      nd,       AM999979.1,            nd,Bacteria,Actinobacteria,       Actinobacteria,     Actinomycetales,   Microbacteriaceae,   Candidatus_Rhodoluna, Candidatus_Rhodoluna_lacicola,  Microbacteriaceae,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Microb_706.4,0.002623152,0.004576002,          0,          0,        39,       41
                 150_ARISA_709.4,   ARISA,       150,       0.01,       0.01,      0.01,       0.01,       81,      82, 706.4, 709.4,USC_Microbial_Observatory,                         SPOT,    deep,         5,        nd,       nd,  204743,      nd,       GQ351211.1,            nd,Bacteria,        SAR406,                 AB16,         Arctic96B-7,             A714017,            SargSea-WGS,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_709.4,       0.01,       0.01,       0.01,       0.01,        81,       82
                 150_ARISA_712.4,   ARISA,       150,    0.00496,     0.0059,   0.00291,    0.00431,       52,      56, 709.4, 712.4,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204755,      nd,       GQ351211.1,            nd,Bacteria,        SAR406,                 AB16,         Arctic96B-7,             A714017,            SargSea-WGS,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_712.4, 0.00495955,0.005904568, 0.00290677,0.004309578,        52,       56
                 150_ARISA_713.9,   ARISA,       150,    0.00114,    0.00204,         0,          0,       31,      34, 712.4, 713.9,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204763,      nd,       DQ009164.1,            nd,Bacteria,Proteobacteria,  Alphaproteobacteria,       Rickettsiales,                  nd,Candidatus_Pelagibacter,                            nd,              SAR11,                     Surface_2,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR11_713.9,0.001140669,0.002037237,          0,          0,        31,       34
                 150_ARISA_716.8,   ARISA,       150,    0.00636,    0.00612,    0.0061,    0.00607,       69,      72, 713.9, 716.8,Global_Ocean_Survey_(GOS),                          xxx,    surf,         2,        nd,       nd,  204764,      nd,       DQ009166.1,            nd,Bacteria,Proteobacteria,  Alphaproteobacteria,       Rickettsiales,                  nd,Candidatus_Pelagibacter,                            nd,              SAR11,                     Surface_2,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR11_716.8,0.006355664,0.006116651,0.006096659,0.006070777,        69,       72
                 150_ARISA_718.4,   ARISA,       150,    0.00243,    0.00403,   0.00119,    0.00177,       45,      47, 716.8, 718.4,USC_Microbial_Observatory,                         SPOT,    surf,         3,        nd,       nd,  204766,      nd,       DQ009162.1,            nd,Bacteria,Proteobacteria,  Alphaproteobacteria,       Rickettsiales,                  nd,Candidatus_Pelagibacter,                            nd,              SAR11,                     Surface_2,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR11_718.4,0.002434653,0.004033321,0.001190771,0.001765437,        45,       47
                 150_ARISA_721.2,   ARISA,       150,    0.00809,       0.01,    0.0023,     0.0034,       46,      47, 718.4, 721.2,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204772,      nd,       GQ348253.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,        Chromatiales,                  nd,                     nd,                            nd,          E01-9C-26,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               E01-9C_721.2, 0.00808868,       0.01,0.002295435,0.003403212,        46,       47
                 150_ARISA_724.3,   ARISA,       150,       0.02,       0.01,      0.02,       0.01,       85,      87, 721.3, 724.3,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204774,      nd,       DQ009112.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,               NS2b,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                 NS2b_724.3,       0.02,       0.01,       0.02,       0.01,        85,       87
                 150_ARISA_726.4,   ARISA,       150,       0.01,    0.00874,      0.01,    0.00131,       73,      74, 724.3, 726.4,USC_Microbial_Observatory,                         SPOT,    surf,         4,        nd,       nd,  204777,      nd,       DQ009110.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,               NS2b,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                 NS2b_726.4,       0.01,0.008737492,       0.01,0.001313753,        73,       74
                 150_ARISA_729.4,   ARISA,       150,       0.02,       0.01,      0.02,       0.01,       84,      84, 726.4, 729.4,USC_Microbial_Observatory,                         SPOT,    deep,         3,        nd,       nd,  204785,      nd,       GQ349447.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,   Desulfobacterales,      Nitrospinaceae,             Nitrospina,                            nd,         Nitrospina,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Nitros_729.4,       0.02,       0.01,       0.02,       0.01,        84,       84
                 150_ARISA_732.2,   ARISA,       150,       0.02,       0.01,      0.02,       0.01,       79,      80, 729.4, 732.2,USC_Microbial_Observatory,                         SPOT,    deep,         1,         1,        1,  204806,  204804,       GQ337233.1,    GQ349447.1,Bacteria,Proteobacteria,  Alphaproteobacteria,       Rickettsiales,                  nd,Candidatus_Pelagibacter,                            nd,            S25-593,                            nd,         nd, Bacteria, Proteobacteria,  Deltaproteobacteria,Desulfobacterales,   Nitrospinaceae,             Nitrospina,                            nd,         Nitrospina,                          nd,         nd,               S25-59_732.2,       0.02,       0.01,       0.02,       0.01,        79,       80
                 150_ARISA_735.5,   ARISA,       150,    0.00414,    0.00568,   0.00206,    0.00306,       51,      54, 732.5, 735.5,USC_Microbial_Observatory,                         SPOT,    deep,         3,        nd,       nd,  204808,      nd,       GQ349447.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,   Desulfobacterales,      Nitrospinaceae,             Nitrospina,                            nd,         Nitrospina,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Nitros_735.5,0.004142931,0.005683551,0.002063726,0.003059681,        51,       54
                 150_ARISA_738.8,   ARISA,       150,    0.00473,    0.00648,   0.00361,    0.00535,       57,      59, 735.8, 738.8,USC_Microbial_Observatory,                         SPOT,    deep,         8,         1,        0,  204818,  204822,       GQ349241.1,    DQ009478.1,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,               NS2b,                            nd,         nd, Bacteria, Proteobacteria,  Deltaproteobacteria,Desulfobacterales,   Nitrospinaceae,             Nitrospina,                            nd,         Nitrospina,                          nd,         nd,                 NS2b_738.8,0.004728113,0.006480207,0.003609091,0.005350838,        57,       59
                 150_ARISA_741.8,   ARISA,       150,       0.01,       0.01,      0.01,     0.0058,       79,      79, 738.8, 741.8,USC_Microbial_Observatory,                         SPOT,    deep,         4,         3,        0,  204836,  204843,       DQ009478.1,    GQ349241.1,Bacteria,Proteobacteria,  Deltaproteobacteria,   Desulfobacterales,      Nitrospinaceae,             Nitrospina,                            nd,         Nitrospina,                            nd,         nd, Bacteria,  Bacteroidetes,        Flavobacteria, Flavobacteriales,Flavobacteriaceae,                     nd,                            nd,               NS2b,                          nd,         nd,               Nitros_741.8,       0.01,       0.01,       0.01,0.005796918,        79,       79
                 150_ARISA_742.6,   ARISA,       150,     0.0045,     0.0065,  0.000712,    0.00106,       43,      46, 741.8, 742.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_742.6,0.004496546, 0.00649623, 0.00071223,0.001055953,        43,       46
                 150_ARISA_744.7,   ARISA,       150,    0.00377,    0.00709,  0.000952,    0.00141,       44,      47, 742.6, 744.7,USC_Microbial_Observatory,                         SPOT,    deep,         3,        nd,       nd,  204848,      nd,       DQ009478.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,   Desulfobacterales,      Nitrospinaceae,             Nitrospina,                            nd,         Nitrospina,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Nitros_744.7,0.003772721,0.007093812,0.000951648,0.001410914,        44,       47
                 150_ARISA_747.3,   ARISA,       150,    0.00111,    0.00205,         0,          0,       29,      36, 744.7, 747.3,USC_Microbial_Observatory,                         SPOT,    surf,         1,         1,        0,  204852,  204858,       EU805282.1,    EF574981.1,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,                NS5,                            nd,         nd, Bacteria, Proteobacteria,  Gammaproteobacteria,Oceanospirillales, Alteromonadaceae,               HTCC2207,                            nd,              SAR92,                 Sar92_clade,         nd,                  NS5_747.3,0.001108768,0.002052062,          0,          0,        29,       36
                 150_ARISA_749.6,   ARISA,       150,   0.000979,    0.00153,  0.000352,   0.000522,       30,      46, 747.3, 749.6,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204860,      nd,       DQ009088.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,                NS5,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS5_749.6,0.000979199,0.001525379,0.000352016,0.000521899,        30,       46
                 150_ARISA_750.4,   ARISA,       150,   0.000352,   0.000678,         0,          0,       13,      29, 749.6, 750.4,            Biocomplexity,Atlantic_(Amazon_River_Plume),    surf,         1,        nd,       nd,  204865,      nd,       GU119416.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,                NS5,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS5_750.4,0.000352002,0.000678177,          0,          0,        13,       29
                 150_ARISA_752.3,   ARISA,       150,   0.000834,    0.00109,  0.000395,   0.000586,       33,      48, 750.4, 752.3,             WHOLE_GENOME,                          xxx,      nd,         1,        nd,       nd,  204866,      nd,NZ_AABK04000002.1,            nd,Bacteria, Cyanobacteria,Oscillatoriophycideae,     Oscillatoriales,       Phormidiaceae,          Trichodesmium,      Trichodesmium_erythraeum,      Trichodesmium,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Tricho_752.3,0.000834244,0.001089853,0.000395024,0.000585663,        33,       48
                 150_ARISA_755.2,   ARISA,       150,   0.000276,   0.000628,         0,          0,        9,      23, 752.3, 755.2,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_755.2,0.000275832,0.000628255,          0,          0,         9,       23
                 150_ARISA_756.5,   ARISA,       150,   0.000148,   0.000794,         0,          0,        4,       5, 755.4, 756.5,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_756.5,0.000147796,0.000794443,          0,          0,         4,        5
                 150_ARISA_758.3,   ARISA,       150,   0.000581,    0.00166,         0,          0,       14,      24, 756.5, 758.3,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_758.3,0.000581358, 0.00165539,          0,          0,        14,       24
                 150_ARISA_759.8,   ARISA,       150,    0.00318,     0.0037,   0.00189,     0.0028,       52,      54, 758.3, 759.8,Global_Ocean_Survey_(GOS),                          xxx,    surf,         4,        nd,       nd,  204867,      nd,   AACY01030334.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,                  nd,                  nd,                     nd,                            nd,             ZD0417,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               ZD0417_759.8,0.003176569,0.003698267,0.001886432,0.002796823,        52,       54
                 150_ARISA_762.8,   ARISA,       150,       0.01,    0.00975,   0.00897,    0.00426,       81,      82, 759.8, 762.8,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204874,      nd,       GQ351198.1,            nd,Bacteria,        SAR406,                 AB16,             ZA3648c,          AEGEAN_185,                     nd,                            nd,             SAR406,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_762.8,       0.01,0.009754674,0.008969491,0.004264882,        81,       82
                 150_ARISA_763.9,   ARISA,       150,    0.00149,    0.00258,         0,          0,       31,      34, 762.8, 763.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_763.9,0.001485942,0.002579298,          0,          0,        31,       34
                 150_ARISA_764.5,   ARISA,       150,   0.000453,    0.00122,         0,          0,       12,      19, 763.9, 764.5,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_764.5,0.000453153,0.001215076,          0,          0,        12,       19
                 150_ARISA_764.8,   ARISA,       150,  0.0000963,   0.000384,         0,          0,        4,       7, 764.5, 764.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_764.8,   9.63E-05,0.000383849,          0,          0,         4,        7
                 150_ARISA_765.7,   ARISA,       150,   0.000557,    0.00158,         0,          0,       14,      19, 764.8, 765.7,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204875,      nd,       DQ009276.1,            nd,Bacteria,Proteobacteria,  Alphaproteobacteria,    Rhodospirillales,   Rhodospirillaceae,                     nd,                            nd,             SAR116,                  Sar116_clade,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR116_765.7,0.000556753,0.001579137,          0,          0,        14,       19
                 150_ARISA_767.5,   ARISA,       150,    0.00444,    0.00699,         0,          0,       40,      42, 765.7, 767.5,USC_Microbial_Observatory,                         SPOT,    deep,         2,        nd,       nd,  204877,      nd,       GQ351247.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,                  nd,                  nd,                     nd,                            nd,             SAR324,  Sar324_clade(marine_group_b),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR324_767.5, 0.00443933,0.006992313,          0,          0,        40,       42
                 150_ARISA_770.5,   ARISA,       150,       0.02,       0.01,      0.02,       0.01,       78,      78, 767.5, 770.5,USC_Microbial_Observatory,                         SPOT,    deep,        16,        nd,       nd,  204880,      nd,       DQ396338.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,                  nd,                  nd,                     nd,                            nd,             SAR324,  Sar324_clade(marine_group_b),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR324_770.5,       0.02,       0.01,       0.02,       0.01,        78,       78
                 150_ARISA_773.1,   ARISA,       150,    0.00285,    0.00547,         0,          0,       30,      32, 770.5, 773.1,USC_Microbial_Observatory,                         SPOT,    deep,        11,         1,        0,  204897,  204909,       GQ351247.1,    GQ351219.1,Bacteria,Proteobacteria,  Deltaproteobacteria,                  nd,                  nd,                     nd,                            nd,             SAR324,  Sar324_clade(marine_group_b),         nd, Bacteria,  Bacteroidetes,        Flavobacteria,               nd,               nd,                     nd,                            nd,                NS9,                          nd,         nd,               SAR324_773.1,0.002849098,0.005471222,          0,          0,        30,       32
                 150_ARISA_776.1,   ARISA,       150,   0.000566,    0.00162,         0,          0,       14,      17, 773.1, 776.1,            Biocomplexity,Atlantic_(Amazon_River_Plume),    surf,         1,        nd,       nd,  204915,      nd,       EF573275.1,            nd,Bacteria, Bacteroidetes,      Sphingobacteria,  Sphingobacteriales,                  nd,                     nd,                            nd,      Marinoscillum,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Marino_776.1,0.000566357,  0.0016161,          0,          0,        14,       17
                 150_ARISA_779.2,   ARISA,       150,       0.01,       0.08,  0.000339,   0.000503,       35,      46, 776.2, 779.2,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,        nd,       nd,  204917,      nd,       EU805021.1,            nd,Bacteria, Bacteroidetes,      Sphingobacteria,  Sphingobacteriales,                  nd,                     nd,                            nd,      Marinoscillum,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Marino_779.2,       0.01,       0.08, 0.00033938,0.000503164,        35,       46
                 150_ARISA_779.7,   ARISA,       150,   0.000188,   0.000523,         0,          0,        6,      16, 779.2, 779.7,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_779.7,0.000188069,0.000522757,          0,          0,         6,       16
                 150_ARISA_781.3,   ARISA,       150,    0.00128,    0.00207,  0.000409,   0.000606,       38,      47, 779.7, 781.3,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_781.3, 0.00128448,0.002070057,0.000408975,0.000606346,        38,       47
                   150_ARISA_782,   ARISA,       150,   0.000317,   0.000638,         0,          0,       14,      23, 781.3,   782,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_782,0.000316636,0.000638417,          0,          0,        14,       23
                   150_ARISA_785,   ARISA,       150,    0.00217,    0.00279,    0.0012,    0.00177,       49,      56,   782,   785,USC_Microbial_Observatory,                         SPOT,    surf,         2,        nd,       nd,  204918,      nd,       DQ009098.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,            Formosa,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                 Formos_785,0.002169366,0.002794949,0.001196357,0.001773719,        49,       56
                 150_ARISA_787.7,   ARISA,       150,    0.00196,       0.01,         0,          0,       15,      26,   785, 787.7,USC_Microbial_Observatory,                         SPOT,    surf,         2,        nd,       nd,  204919,      nd,       DQ009138.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,                  nd,                  nd,                     nd,                            nd,          Thiothrix,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Thioth_787.7,0.001957114,       0.01,          0,          0,        15,       26
                 150_ARISA_791.4,   ARISA,       150,   0.000265,   0.000666,         0,          0,        9,      19, 788.5, 791.4,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,         1,        0,  204921,  204924,       EU801231.1,    FJ612199.1,Bacteria, Bacteroidetes,      Sphingobacteria,  Sphingobacteriales,                  nd,                     nd,                            nd,  Sediminibacterium,                            nd,         nd, Bacteria,Verrucomicrobia,             Opitutae,  Puniceicoccales, Puniceicoccaceae,                     nd,                            nd,          vadinHA64,                          nd,         nd,               Sedimi_791.4,0.000265169,0.000666144,          0,          0,         9,       19
                 150_ARISA_792.6,   ARISA,       150,   0.000992,    0.00234,         0,          0,       17,      22, 791.4, 792.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_792.6,0.000992201,0.002343126,          0,          0,        17,       22
                   150_ARISA_795,   ARISA,       150,    0.00637,    0.00485,   0.00616,    0.00479,       77,      80, 792.6,   795,            Biocomplexity,             Pacific_(Hawaii),    surf,         1,        nd,       nd,  204931,      nd,       DQ366719.1,            nd,Bacteria, Cyanobacteria,Synechococcophycideae,     Synechococcales,    Synechococcaceae,        Prochlorococcus,                            nd,    Prochlorococcus,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                 Prochl_795,0.006372058,0.004846151,0.006155738,0.004791848,        77,       80
                 150_ARISA_795.9,   ARISA,       150,   0.000715,    0.00175,         0,          0,       19,      27,   795, 795.9,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204932,      nd,       DQ513090.1,            nd,Bacteria,Actinobacteria,       Actinobacteria,    Acidimicrobiales,                TK06,                     nd,                            nd,            Sva0996,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Sva099_795.9,0.000715045,0.001748584,          0,          0,        19,       27
                 150_ARISA_798.7,   ARISA,       150,    0.00157,    0.00269,         0,          0,       34,      43, 795.9, 798.7,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_798.7,0.001572945,0.002693776,          0,          0,        34,       43
                 150_ARISA_800.9,   ARISA,       150,   0.000201,   0.000576,         0,          0,        6,      14, 798.7, 800.9,             WHOLE_GENOME,                          xxx,      nd,         1,        nd,       nd,  204933,      nd,       EF108216.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,         Maribacter,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Mariba_800.9,0.000201246,0.000576029,          0,          0,         6,       14
